flight_id,departure_city,destination_city,airline,departure_hour,distance_km,booking_days,is_weekend,flight_duration_hours,demand_level,price_usd
784,Houston,Boston,JetBlue,10,4991,58,0,5.1,Low,192.37
785,Miami,New York,JetBlue,13,3838,22,0,4.2,Medium,272.02
786,Houston,Miami,Southwest,11,2628,33,1,3.1,Low,160.34
787,Seattle,Boston,JetBlue,9,3813,27,0,4.1,High,366.39
788,Chicago,Boston,American,9,1869,65,0,2.1,High,170.76
789,Miami,Los Angeles,Delta,5,3921,6,0,4.9,Medium,455.76
790,New York,Atlanta,JetBlue,1,2570,60,0,3.4,High,193.29
791,Atlanta,Houston,United,22,3901,4,0,4.3,Medium,424.89
792,Chicago,Denver,JetBlue,19,2733,10,0,2.7,Low,276.43
793,Miami,Atlanta,JetBlue,23,4015,82,1,4.3,Medium,235.47
794,New York,Chicago,Southwest,9,3446,89,0,3.6,High,232.72
795,New York,Boston,American,23,2049,87,0,2.7,High,185.27
796,Atlanta,Chicago,United,18,1299,60,0,2.0,Medium,150.0
797,Miami,Chicago,Southwest,8,1390,49,1,2.0,Medium,150.0
798,Chicago,Miami,American,1,3281,44,0,3.4,Low,150.0
799,San Francisco,Miami,JetBlue,20,1240,52,0,2.0,Medium,150.0
800,Los Angeles,Miami,United,15,1213,25,0,2.0,Medium,156.53
801,New York,San Francisco,American,18,2363,51,0,3.1,Medium,151.8
802,Denver,Chicago,Southwest,5,4813,5,1,5.6,High,600.0
803,Miami,Los Angeles,JetBlue,18,1961,2,1,2.8,High,466.9
804,San Francisco,Chicago,JetBlue,1,2928,33,1,3.3,Low,175.84
805,San Francisco,Boston,Delta,21,4720,15,0,5.7,High,433.09
806,San Francisco,Miami,Southwest,9,2451,18,0,2.5,Medium,209.37
807,Seattle,Boston,United,23,3483,42,1,3.9,High,308.29
808,Chicago,Miami,JetBlue,19,4847,86,1,5.3,Medium,305.24
809,New York,San Francisco,Delta,0,3747,60,1,4.0,Medium,245.64
810,Miami,Los Angeles,American,9,4961,63,1,5.3,High,380.3
811,San Francisco,Seattle,JetBlue,15,4286,60,1,4.5,Medium,246.95
812,Los Angeles,Miami,American,2,3450,9,1,4.3,High,600.0
813,Los Angeles,Houston,JetBlue,4,3906,11,0,4.2,Medium,436.36
814,Boston,San Francisco,American,16,4064,71,1,5.0,Low,200.48
815,San Francisco,Denver,Southwest,2,4317,85,0,5.3,Low,160.56
816,Los Angeles,Denver,American,8,1186,32,0,2.0,Medium,150.0
817,Denver,Houston,American,8,1021,57,1,2.0,High,172.76
818,New York,San Francisco,JetBlue,4,2038,18,1,2.6,Medium,256.57
819,Chicago,Los Angeles,JetBlue,19,3066,61,0,3.4,High,222.26
820,Chicago,Los Angeles,American,8,3538,36,1,3.7,Low,186.86
821,Denver,Miami,Southwest,8,2560,21,0,2.7,Low,178.69
822,Miami,New York,United,8,2239,22,0,2.6,Low,179.45
823,Los Angeles,Boston,Delta,0,2616,3,1,3.2,Medium,428.62
824,Houston,Seattle,American,23,3749,78,1,4.7,High,319.11
825,Los Angeles,Denver,Southwest,3,2519,13,1,2.7,High,539.84
826,Atlanta,Boston,American,19,1541,23,1,2.1,Medium,205.96
827,Boston,Seattle,Delta,5,4965,38,1,5.2,Low,233.72
828,Denver,San Francisco,United,18,4654,16,1,5.5,High,514.83
829,Denver,Seattle,United,23,3291,69,0,3.8,High,238.16
830,Denver,Boston,American,4,1168,51,1,2.0,High,184.6
831,Houston,Denver,Delta,21,3377,22,1,3.4,Medium,304.47
832,Atlanta,Chicago,American,14,1734,10,0,2.2,Medium,287.8
833,Boston,Miami,JetBlue,11,2066,86,1,2.2,Low,150.0
834,San Francisco,Seattle,United,5,1695,2,1,2.4,Medium,317.7
835,San Francisco,Denver,Southwest,8,3063,87,0,3.7,Medium,188.42
836,Miami,Houston,Southwest,22,3018,35,1,3.1,Low,150.0
837,Denver,San Francisco,Southwest,7,4810,20,0,5.3,Low,254.09
838,Boston,Seattle,Delta,15,2389,57,0,3.0,Medium,150.0
839,Miami,Chicago,Delta,5,4595,46,1,5.5,Medium,296.6
840,Denver,Boston,United,16,2917,23,1,3.9,Medium,295.83
841,Denver,Seattle,Delta,1,1540,28,1,2.0,Low,158.05
842,New York,Miami,JetBlue,10,1367,5,1,2.0,High,389.56
843,Denver,San Francisco,United,2,2299,87,1,3.1,High,250.11
844,Los Angeles,Denver,United,4,3909,69,0,4.7,Medium,190.35
845,Houston,Miami,JetBlue,19,3172,28,0,3.4,Medium,273.45
846,Houston,Seattle,JetBlue,4,2773,57,0,2.9,Medium,150.0
847,Miami,Boston,JetBlue,15,1580,90,1,2.4,Medium,150.0
848,Los Angeles,Miami,American,13,2066,7,1,2.1,High,473.95
849,Chicago,Boston,Southwest,12,1478,82,0,2.0,Medium,150.0
850,Houston,Seattle,Southwest,7,2283,67,1,2.9,Low,153.72
851,Chicago,Los Angeles,United,21,1180,83,0,2.0,High,150.0
852,Atlanta,Denver,JetBlue,14,1523,85,0,2.3,Medium,150.0
853,Los Angeles,Houston,Delta,23,3044,85,0,3.5,Low,150.0
854,Chicago,Denver,JetBlue,20,4570,14,1,4.7,Medium,410.1
855,New York,Atlanta,United,5,4986,50,1,5.3,Medium,287.64
856,Boston,Chicago,Southwest,6,4419,89,0,4.7,Medium,237.36
857,San Francisco,Atlanta,American,18,2150,40,1,3.1,Low,150.0
858,Denver,New York,JetBlue,23,4063,57,0,4.7,Medium,199.54
859,San Francisco,Chicago,Southwest,11,2476,7,0,3.0,Medium,338.58
860,Miami,Houston,United,1,4793,77,1,5.6,Medium,284.72
861,New York,San Francisco,United,20,2761,1,0,3.4,High,478.09
862,Houston,Miami,Southwest,8,2158,7,1,3.1,Low,296.35
863,Miami,Los Angeles,Southwest,3,4697,49,0,5.3,High,307.17
864,Miami,Boston,JetBlue,1,4591,26,1,4.7,Low,332.46
865,San Francisco,Boston,Delta,5,2078,32,1,2.8,Medium,176.12
866,Los Angeles,Chicago,JetBlue,14,3510,48,0,4.2,High,270.06
867,Houston,Miami,American,12,4397,31,0,4.6,Low,192.37
868,Miami,Houston,Southwest,15,4119,26,1,4.9,High,468.9
869,Denver,Miami,American,9,4795,12,1,5.1,High,600.0
870,Houston,Chicago,American,15,2080,3,0,2.9,Medium,290.63
871,Boston,Los Angeles,Delta,23,3117,54,0,3.5,Low,150.0
872,Los Angeles,Boston,JetBlue,17,2282,4,0,3.1,Low,259.1
873,Atlanta,Los Angeles,United,7,2784,2,1,2.8,Low,356.2
874,Houston,San Francisco,American,12,4656,44,0,4.9,High,322.25
875,Chicago,Denver,American,21,1675,25,1,2.0,Low,187.61
876,Miami,San Francisco,American,22,2292,88,1,2.3,Low,150.0
877,Chicago,Denver,American,12,4018,86,1,4.7,High,318.08
878,Los Angeles,Boston,United,15,3012,9,1,3.8,Low,375.38
879,New York,Atlanta,JetBlue,8,4128,29,0,4.2,High,414.83
880,Chicago,Atlanta,Delta,4,4891,13,0,5.4,Medium,526.29
881,Miami,Boston,American,16,1619,86,0,2.5,Medium,150.0
882,Denver,Atlanta,Southwest,13,3276,22,1,3.4,Medium,312.86
883,Denver,New York,United,0,4494,22,1,5.1,Medium,378.12
884,Miami,Seattle,Delta,9,4780,6,0,5.3,Medium,514.31
885,San Francisco,Atlanta,Southwest,14,3692,54,1,4.3,High,315.36
886,Los Angeles,Denver,Southwest,12,3607,66,1,4.4,High,291.11
887,San Francisco,Los Angeles,Southwest,21,4269,14,0,4.4,Low,234.86
888,Miami,Los Angeles,American,10,2802,42,0,3.1,High,213.31
889,Boston,Houston,JetBlue,16,1217,42,1,2.0,High,183.29
890,Miami,Seattle,American,21,1773,72,0,2.5,High,152.39
891,Atlanta,Chicago,Southwest,1,1608,81,1,2.1,Medium,164.43
892,Atlanta,Denver,Delta,3,1223,25,1,2.0,Low,155.0
893,San Francisco,New York,American,17,1941,80,0,2.1,Low,150.0
894,San Francisco,Denver,Delta,20,1750,27,0,2.7,Medium,190.73
895,Los Angeles,Boston,American,11,1146,70,1,2.0,Medium,150.0
896,Denver,Seattle,JetBlue,13,2926,51,0,3.8,Low,150.0
897,New York,Boston,JetBlue,19,2065,55,0,2.6,Low,150.0
898,Boston,Los Angeles,American,20,1669,16,1,2.0,High,303.58
899,Seattle,New York,American,8,3891,30,1,4.2,High,330.23
900,Denver,Los Angeles,JetBlue,10,2913,28,0,3.6,High,317.47
901,Miami,Denver,Delta,8,2787,14,1,3.3,Low,219.99
902,New York,Houston,JetBlue,8,1475,46,0,2.1,Medium,150.0
903,Los Angeles,Atlanta,American,3,4666,42,0,5.3,High,299.42
904,Houston,Atlanta,Delta,8,4797,23,1,5.2,High,534.08
905,Denver,Atlanta,American,20,3027,2,0,3.4,Low,304.53
906,Denver,Chicago,United,18,1167,52,0,2.0,Medium,150.0
907,New York,Denver,American,12,2808,84,1,2.8,High,259.35
908,Miami,Houston,JetBlue,14,2460,41,0,2.7,High,207.91
909,Denver,San Francisco,Southwest,21,3904,2,1,4.5,Medium,543.68
910,New York,Seattle,JetBlue,23,3297,50,1,3.9,Medium,237.26
911,Chicago,Boston,JetBlue,7,2987,28,1,3.9,Medium,305.49
912,San Francisco,Houston,Delta,23,2874,59,1,2.9,Low,176.98
913,Atlanta,Denver,United,21,3019,29,1,3.7,Low,246.58
914,San Francisco,Atlanta,Delta,18,1460,9,1,2.0,High,415.2
915,Miami,Chicago,American,6,4464,85,0,4.5,Medium,236.08
916,Chicago,Seattle,Southwest,16,3948,36,1,4.0,High,331.8
917,Denver,New York,JetBlue,10,4550,84,1,4.7,High,368.07
918,Boston,San Francisco,Southwest,21,1606,80,0,2.1,High,178.24
919,San Francisco,Los Angeles,Southwest,22,1506,48,1,2.4,Low,150.0
920,Los Angeles,Miami,American,5,2431,6,1,2.7,Medium,399.68
921,San Francisco,Boston,American,10,1383,9,1,2.1,Low,229.38
922,Seattle,Los Angeles,Southwest,17,1834,28,1,2.8,Low,195.37
923,Boston,Los Angeles,JetBlue,0,4556,53,0,4.9,High,301.47
924,Seattle,Chicago,American,21,2163,39,1,2.6,Medium,180.32
925,Seattle,San Francisco,JetBlue,0,1739,77,0,2.5,Medium,150.0
926,Los Angeles,Miami,American,2,4419,64,0,4.9,High,277.94
927,Chicago,Seattle,JetBlue,0,1689,14,0,2.2,High,242.4
928,Seattle,San Francisco,JetBlue,13,4071,69,0,4.6,High,268.01
929,Boston,Houston,United,3,3083,73,0,3.7,Low,153.22
930,San Francisco,Atlanta,American,16,4369,22,0,4.8,High,429.48
931,Miami,San Francisco,United,3,2117,33,0,2.3,Low,150.0
932,Boston,Seattle,Southwest,21,3307,13,1,4.1,Medium,489.32
933,Atlanta,San Francisco,JetBlue,14,4649,77,1,5.5,High,377.31
934,New York,Los Angeles,JetBlue,11,3716,42,0,4.2,Medium,218.19
935,San Francisco,Chicago,Delta,7,3398,81,0,3.5,Low,166.77
936,Los Angeles,San Francisco,American,23,1869,90,0,2.8,Medium,150.0
937,Seattle,Miami,Southwest,9,3390,50,0,3.7,Medium,202.22
938,Miami,Los Angeles,Southwest,8,4979,87,1,5.2,High,393.34
939,Seattle,Miami,American,6,1016,89,0,2.0,High,150.0
940,Los Angeles,New York,Delta,1,3154,18,0,3.7,Low,217.38
941,Boston,Los Angeles,Delta,0,4141,43,1,4.2,Medium,268.97
942,Atlanta,New York,American,19,3337,23,0,4.2,High,344.1
943,New York,Seattle,JetBlue,2,1739,82,0,2.0,High,172.68
944,Atlanta,Los Angeles,JetBlue,1,2705,89,0,2.7,Low,150.17
945,San Francisco,Chicago,Southwest,19,4770,41,1,5.0,High,351.83
946,Boston,Houston,American,21,1314,86,0,2.0,Medium,150.0
947,New York,Atlanta,JetBlue,6,2008,62,1,2.2,Low,150.0
948,Houston,Chicago,Delta,19,4146,9,1,5.0,High,600.0
949,Atlanta,Seattle,American,20,3040,43,1,3.5,Medium,197.88
950,Seattle,Chicago,Southwest,3,3772,3,1,4.1,Medium,525.09
951,Denver,Seattle,JetBlue,22,1386,78,0,2.1,Low,150.0
952,San Francisco,Atlanta,JetBlue,3,4634,75,0,5.3,Medium,228.9
953,San Francisco,Boston,Delta,2,2346,58,1,2.4,Low,161.69
954,New York,San Francisco,JetBlue,19,1106,49,0,2.0,Low,150.0
955,Houston,New York,JetBlue,4,2164,66,0,2.7,Medium,150.0
956,Miami,Boston,Delta,12,3790,82,1,4.5,High,304.77
957,Atlanta,Chicago,Delta,21,3787,30,0,4.5,Low,164.5
958,Chicago,Los Angeles,Southwest,20,1499,65,1,2.0,Medium,166.75
959,Miami,Boston,American,18,2614,76,1,2.7,Medium,182.91
960,San Francisco,Boston,JetBlue,5,2530,2,0,3.1,Medium,344.02
961,San Francisco,New York,JetBlue,3,3418,30,0,3.6,High,239.55
962,Los Angeles,Denver,Delta,22,4805,3,1,5.4,High,600.0
963,New York,Houston,Southwest,5,4896,79,1,4.9,Medium,305.95
964,Denver,San Francisco,JetBlue,8,1434,16,1,2.1,Low,170.84
965,Houston,Denver,Southwest,9,4428,40,1,5.0,Low,231.92
966,Chicago,Boston,United,14,2325,31,1,2.7,Low,150.0
967,Miami,Boston,Delta,21,1629,55,0,2.5,Low,150.0
968,Atlanta,New York,JetBlue,2,1118,32,0,2.0,High,150.0
969,New York,Houston,Southwest,20,1332,80,1,2.0,Medium,150.0
970,Atlanta,Houston,American,14,2885,11,1,3.4,Low,364.47
971,Boston,Miami,Southwest,8,4402,8,0,5.3,Low,375.51
972,Los Angeles,Atlanta,Southwest,13,3898,18,1,4.6,High,440.17
973,Houston,Denver,United,22,3701,48,0,4.0,Medium,193.32
974,Los Angeles,Miami,JetBlue,21,2965,64,0,3.5,High,222.21
975,San Francisco,Atlanta,JetBlue,10,2859,38,0,3.4,High,227.63
976,Los Angeles,Chicago,Delta,8,3573,26,0,3.7,High,381.51
977,Chicago,Seattle,Southwest,5,4912,20,1,5.1,Medium,430.81
978,San Francisco,Seattle,American,2,2103,49,0,2.7,High,189.34
979,Miami,Houston,United,8,3433,27,0,3.8,Medium,269.02
980,Atlanta,San Francisco,Southwest,1,3695,83,0,4.0,High,240.32
981,Miami,Los Angeles,American,12,1023,5,0,2.0,High,306.93
982,Boston,Miami,Delta,12,2349,31,1,2.5,Medium,194.02
983,San Francisco,Atlanta,United,10,4972,77,1,5.3,High,376.92
984,San Francisco,Atlanta,JetBlue,1,1179,57,0,2.0,Medium,150.0
985,Houston,Seattle,JetBlue,8,3687,43,1,4.3,Medium,240.63
986,San Francisco,Denver,Southwest,8,3549,18,0,4.2,High,346.55
987,Atlanta,Boston,United,5,4894,36,1,5.4,Low,238.08
988,Chicago,Denver,American,14,2855,41,0,3.3,Medium,153.66
989,Boston,Los Angeles,Delta,2,2330,83,1,2.5,Medium,183.88
990,Houston,Denver,Delta,15,4880,6,1,4.9,Medium,600.0
991,Denver,Los Angeles,JetBlue,6,3996,67,1,4.8,Medium,245.62
992,Atlanta,Seattle,JetBlue,19,4007,54,0,4.7,Medium,215.46
993,Chicago,Seattle,Delta,12,4714,83,0,5.6,Low,204.93
994,Los Angeles,San Francisco,JetBlue,5,4921,37,0,5.1,Medium,230.9
995,Miami,Denver,Delta,20,4264,4,0,4.8,High,600.0
996,Boston,Chicago,Southwest,15,3331,30,1,4.1,Medium,236.25
997,Seattle,Miami,American,3,1529,43,1,2.4,Low,150.0
998,Atlanta,Denver,United,4,1865,44,1,2.5,High,224.25
999,Miami,Denver,Southwest,17,4535,32,0,5.4,High,312.63
1000,New York,Los Angeles,United,13,1199,27,1,2.0,Low,164.21
1001,Miami,Chicago,Delta,6,4283,70,0,4.6,High,298.17
1002,Miami,Seattle,American,19,3636,7,0,3.7,Medium,415.25
1003,Denver,Los Angeles,Southwest,20,2158,86,1,2.8,Medium,168.11
1004,Denver,Houston,JetBlue,3,2323,32,1,2.9,Medium,198.52
1005,San Francisco,Miami,United,14,4269,88,0,5.2,Low,160.34
1006,Chicago,Los Angeles,United,22,1227,90,1,2.0,High,189.93
1007,San Francisco,Chicago,JetBlue,8,4046,29,0,4.6,High,404.08
1008,Atlanta,Seattle,Southwest,3,1289,78,0,2.0,Low,150.0
1009,San Francisco,Chicago,JetBlue,1,3241,49,1,3.5,High,272.12
1010,Seattle,Atlanta,United,2,4898,67,0,5.1,Medium,244.93
1011,Seattle,Boston,JetBlue,2,3466,42,0,3.8,High,259.63
1012,Atlanta,Boston,United,18,2562,24,0,3.1,Medium,242.09
1013,Atlanta,Denver,Southwest,23,1379,57,0,2.1,Low,150.0
1014,Boston,Chicago,American,8,2633,81,1,3.4,Low,171.63
1015,San Francisco,Denver,Southwest,14,2045,1,0,2.5,High,408.57
1016,Seattle,Boston,JetBlue,0,1729,9,1,2.1,High,449.59
1017,Houston,Boston,JetBlue,15,1983,63,0,2.7,Medium,150.0
1018,Houston,Chicago,Southwest,4,4952,9,1,5.9,Medium,600.0
1019,Denver,San Francisco,American,20,4157,25,1,4.6,Medium,349.46
1020,Boston,Atlanta,United,20,4545,7,1,5.1,Medium,595.76
1021,Houston,Chicago,JetBlue,0,2633,82,1,3.4,Medium,195.14
1022,Boston,Atlanta,JetBlue,1,1365,19,0,2.0,High,222.74
1023,New York,Chicago,Southwest,21,1084,27,0,2.0,Medium,170.49
1024,Seattle,San Francisco,United,12,4491,17,1,4.6,Low,307.14
1025,San Francisco,Miami,United,8,1852,12,1,2.0,Low,297.28
1026,Boston,Chicago,JetBlue,4,1667,23,0,2.0,High,223.03
1027,Boston,Chicago,United,22,2591,76,0,2.6,High,228.08
1028,Chicago,Seattle,Southwest,10,4192,71,1,4.2,Low,203.54
1029,San Francisco,Denver,American,12,2648,27,1,2.7,High,350.63
1030,New York,Denver,Delta,18,2167,31,1,2.4,Medium,158.26
1031,Chicago,New York,American,0,3650,65,0,3.7,High,244.81
1032,Atlanta,Seattle,Southwest,16,4082,11,1,4.5,Medium,551.86
1033,Denver,New York,American,22,4909,55,1,5.6,Medium,303.12
1034,Seattle,San Francisco,Delta,15,3679,60,1,4.6,Low,203.75
1035,Los Angeles,Chicago,American,15,1631,40,0,2.0,Medium,150.0
1036,San Francisco,Houston,JetBlue,13,1493,22,0,2.0,High,244.86
1037,Los Angeles,Boston,Southwest,12,2222,26,1,2.9,High,324.32
1038,Atlanta,San Francisco,United,23,3010,32,1,4.0,Medium,192.66
1039,San Francisco,Atlanta,JetBlue,2,4281,55,0,5.0,Low,181.8
1040,New York,San Francisco,JetBlue,17,2770,23,1,3.1,Medium,269.4
1041,Chicago,Boston,Delta,7,4014,78,0,4.3,High,278.83
1042,Boston,San Francisco,American,0,4302,32,1,5.0,Low,194.67
1043,Chicago,Boston,Southwest,12,4775,39,0,5.1,Medium,246.63
1044,Los Angeles,San Francisco,Delta,22,2270,37,1,2.3,High,215.31
1045,San Francisco,Houston,Delta,15,4701,74,1,4.8,Low,221.47
1046,Miami,Chicago,American,3,3805,58,1,3.9,Low,182.14
1047,Seattle,Los Angeles,Southwest,18,3471,82,0,3.9,Medium,196.67
1048,Denver,San Francisco,JetBlue,17,1537,26,0,2.5,Low,150.0
1049,Boston,New York,Southwest,11,2470,35,0,3.5,Low,150.0
1050,Los Angeles,Houston,Delta,10,3725,62,0,4.6,Low,158.03
1051,Seattle,Miami,Delta,21,1393,11,0,2.0,High,327.26
1052,Atlanta,New York,United,9,4408,47,0,5.0,Medium,210.03
1053,Boston,Miami,American,12,2505,51,0,3.5,Low,150.0
1054,Seattle,Houston,United,1,3099,49,0,3.9,Low,150.0
1055,San Francisco,Atlanta,Delta,20,1818,22,1,2.7,High,289.0
1056,Atlanta,Miami,JetBlue,20,3005,61,0,3.9,Medium,155.85
1057,New York,Chicago,Delta,2,2824,57,0,3.0,High,219.3
1058,Denver,San Francisco,Southwest,11,4626,55,0,4.7,Medium,229.62
1059,Los Angeles,Denver,Southwest,17,2589,65,1,3.3,Medium,184.0
1060,Houston,San Francisco,JetBlue,10,2951,79,0,3.4,Low,150.0
1061,Miami,Atlanta,JetBlue,2,2099,56,1,3.0,Medium,180.73
1062,Houston,Atlanta,United,14,3306,20,1,4.0,High,411.83
1063,Los Angeles,Miami,JetBlue,9,3458,62,1,3.7,Medium,214.83
1064,Boston,Denver,Delta,20,2732,3,0,2.8,Medium,351.03
1065,Los Angeles,Atlanta,American,6,1369,49,0,2.0,Medium,150.0
1066,Los Angeles,Miami,Southwest,5,4098,55,1,4.2,High,339.81
1067,San Francisco,Atlanta,Southwest,17,2730,11,1,3.4,Low,344.41
1068,Chicago,Seattle,Delta,1,4321,39,0,4.5,High,281.39
1069,Miami,Atlanta,American,12,2508,77,0,2.9,High,207.33
1070,New York,Denver,JetBlue,21,3514,69,0,3.9,High,234.57
1071,New York,San Francisco,United,6,1763,20,1,2.0,High,308.41
1072,Seattle,Atlanta,American,9,2778,71,1,3.2,Medium,209.68
1073,New York,Houston,Delta,22,3583,23,1,4.0,High,448.51
1074,Miami,Boston,JetBlue,12,2744,33,0,2.9,High,232.77
1075,Seattle,Los Angeles,JetBlue,3,1380,49,0,2.0,High,170.71
1076,Seattle,Houston,JetBlue,20,1165,60,0,2.1,Medium,150.0
1077,Boston,Miami,American,22,3102,40,1,3.8,Low,174.04
1078,Chicago,New York,JetBlue,11,2399,59,1,3.4,Medium,202.06
1079,Houston,San Francisco,American,15,4986,37,0,5.9,Medium,227.18
1080,Atlanta,Miami,Delta,2,2898,49,0,3.6,Medium,182.54
1081,Boston,Seattle,United,20,3770,72,1,4.5,Medium,223.25
1082,Denver,Los Angeles,American,14,1918,78,0,2.1,Medium,154.59
1083,Chicago,San Francisco,Delta,23,3652,62,0,3.9,Low,165.24
1084,Chicago,Los Angeles,American,6,3810,10,0,4.5,Low,339.11
1085,Chicago,Houston,Delta,4,3923,43,1,4.9,Medium,267.58
1086,Los Angeles,Houston,United,1,1635,18,1,2.0,Medium,206.04
1087,Denver,San Francisco,Southwest,6,4812,61,0,5.5,Low,188.89
1088,Boston,Seattle,United,0,3028,26,0,3.8,High,310.39
1089,Denver,Chicago,Southwest,23,3159,20,1,4.2,Medium,294.85
1090,Houston,Boston,Southwest,18,3578,25,1,3.6,Medium,351.94
1091,San Francisco,Chicago,JetBlue,7,3651,1,1,4.2,High,600.0
1092,Denver,Los Angeles,American,15,3149,2,0,4.0,Low,326.16
1093,Chicago,Seattle,JetBlue,12,1343,65,0,2.0,High,150.0
1094,Houston,Miami,Delta,2,2190,48,1,2.9,Low,157.42
1095,San Francisco,Houston,Delta,17,2917,63,0,3.7,Medium,168.15
1096,Miami,New York,Delta,20,2791,52,0,3.5,High,216.68
1097,San Francisco,Denver,JetBlue,9,1324,54,0,2.1,High,168.33
1098,Miami,Seattle,United,15,4715,51,1,5.0,Medium,280.6
1099,New York,Atlanta,JetBlue,17,4283,48,1,4.4,Medium,252.08
1100,San Francisco,Miami,JetBlue,14,2956,50,0,3.3,Medium,193.3
1101,Miami,Denver,United,0,2230,63,1,3.1,Low,158.43
1102,Atlanta,New York,United,1,1608,40,0,2.2,High,171.29
1103,Chicago,Boston,United,10,1523,83,1,2.0,Low,150.0
1104,Los Angeles,Seattle,American,1,3802,76,0,4.7,High,250.53
1105,San Francisco,Miami,JetBlue,10,4698,10,0,5.4,Low,397.07
1106,Seattle,Miami,American,23,2230,53,0,2.8,Low,150.0
1107,Denver,Miami,Southwest,1,4446,5,1,4.8,High,600.0
1108,Miami,Los Angeles,Southwest,12,2018,16,0,2.7,High,274.18
1109,Boston,Atlanta,JetBlue,3,3142,50,0,3.5,High,253.14
1110,Miami,Los Angeles,Delta,6,2751,73,0,3.3,Low,150.0
1111,San Francisco,Chicago,United,20,2210,21,0,2.6,High,272.36
1112,Miami,Boston,American,21,3328,25,0,4.3,High,348.16
1113,Houston,New York,Southwest,16,1195,56,1,2.0,High,193.5
1114,Boston,Miami,JetBlue,14,3256,33,1,3.4,Medium,215.79
1115,San Francisco,Chicago,Delta,21,1313,45,1,2.0,Low,150.0
1116,Los Angeles,Chicago,JetBlue,17,4757,66,1,5.6,Medium,281.69
1117,Houston,San Francisco,Delta,4,1184,63,1,2.0,High,189.5
1118,Boston,Chicago,JetBlue,23,3102,82,1,3.5,Low,173.23
1119,Denver,Seattle,United,18,1440,89,1,2.4,Low,150.0
1120,Seattle,Houston,United,7,3091,48,1,3.2,High,281.67
1121,Denver,Boston,Delta,2,2740,90,1,3.0,High,267.84
1122,Miami,San Francisco,JetBlue,1,2691,8,1,2.8,Medium,408.94
1123,Miami,Chicago,United,23,1387,84,0,2.3,High,157.26
1124,New York,Denver,JetBlue,4,2903,50,1,3.5,Low,150.0
1125,Boston,Miami,JetBlue,15,3706,55,1,4.2,Medium,254.22
1126,Miami,Boston,United,20,3950,32,1,4.5,Low,191.68
1127,New York,Boston,Southwest,0,3328,32,1,4.0,High,272.63
1128,Denver,San Francisco,Southwest,15,4329,62,0,5.2,High,300.67
1129,New York,Los Angeles,JetBlue,19,2037,5,1,2.4,High,469.58
1130,Denver,Los Angeles,Southwest,1,2455,47,0,3.4,Medium,150.0
1131,San Francisco,Boston,American,7,2043,81,0,3.0,High,166.07
1132,Miami,Atlanta,United,22,3398,87,1,3.5,High,292.8
1133,Houston,Miami,Southwest,20,1334,4,0,2.0,Low,207.32
1134,Denver,Seattle,Southwest,4,4148,90,0,4.8,Low,185.42
1135,Seattle,San Francisco,JetBlue,0,3062,86,1,3.8,Medium,208.54
1136,Houston,San Francisco,Delta,5,1066,83,1,2.0,Medium,150.0
1137,Houston,Seattle,Southwest,20,1466,19,0,2.0,High,242.4
1138,Denver,Boston,Delta,1,4033,34,0,5.0,Low,185.13
1139,Miami,New York,United,9,3709,78,1,4.5,Low,201.46
1140,Chicago,Los Angeles,Delta,3,2895,59,1,3.7,Medium,205.58
1141,Los Angeles,San Francisco,Southwest,14,1735,88,0,2.1,High,170.48
1142,New York,Seattle,American,19,4220,19,0,5.0,Low,265.41
1143,Miami,Los Angeles,American,5,1746,33,0,2.6,Medium,150.0
1144,San Francisco,Atlanta,United,18,4452,32,1,5.4,Low,230.15
1145,New York,Boston,Southwest,2,2609,78,0,3.2,Medium,166.88
1146,Denver,Houston,United,3,1185,75,1,2.0,Low,150.0
1147,Seattle,Boston,JetBlue,3,1341,85,1,2.0,Low,150.0
1148,Chicago,Houston,JetBlue,15,2704,21,0,3.0,Low,191.72
1149,Los Angeles,San Francisco,Delta,19,4591,2,1,5.1,High,600.0
1150,Miami,Denver,United,19,3885,15,1,4.8,Medium,337.19
1151,Seattle,Chicago,American,7,2219,12,1,3.0,Medium,367.45
1152,Boston,Miami,United,2,2285,83,1,3.0,Low,150.0
1153,Chicago,Seattle,Delta,6,3405,50,1,4.2,High,314.06
1154,Houston,Atlanta,Southwest,13,3965,51,1,4.5,High,312.55
1155,Chicago,Denver,United,10,2863,76,1,3.2,Medium,206.09
1156,Atlanta,Chicago,Delta,23,4102,11,0,4.9,Low,375.5
1157,Seattle,Denver,JetBlue,21,3745,67,0,4.1,Low,160.51
1158,Atlanta,San Francisco,American,12,2842,25,1,3.8,Medium,299.77
1159,Atlanta,Seattle,Southwest,10,3555,55,0,4.1,High,257.01
1160,Miami,New York,United,3,4308,22,1,5.1,High,481.38
1161,Chicago,New York,United,21,2085,55,1,2.3,Low,150.0
1162,Miami,Los Angeles,American,18,2398,33,1,2.7,High,253.18
1163,San Francisco,Miami,JetBlue,17,4959,89,1,5.4,Medium,307.27
1164,Miami,New York,United,4,4760,39,0,5.5,Low,190.85
1165,Seattle,Los Angeles,American,10,4569,65,0,4.7,Low,199.0
1166,Los Angeles,Chicago,American,6,4317,69,1,5.0,Medium,279.24
1167,San Francisco,Houston,Southwest,1,1766,85,0,2.2,High,158.44
1168,Los Angeles,San Francisco,American,18,1864,49,1,2.7,Low,150.0
